name,description,address,access,business_hours,holiday,phone_number,homepage,area
京都霊山護国神社,明治維新に殉じた志士たちの霊を祀る神社。慶応4年（1868）、明治天皇の詔により東山・霊山の地に創建された、日本初の招魂社にあたる。坂本龍馬・中岡慎太郎をはじめ、幕末から明治にかけて国事に倒れた約1300名の志士を祀る。境内の墓地には龍馬らの墓が並び、維新の歴史をしのぶ人々が訪れる。,京都市東山区清閑寺霊山町1,市バス「東山安井」下車、徒歩約7分,9：00～17：00,無休,075-561-7124,http://www.gokoku.or.jp/,京都市東山区
清水寺,北法相宗の大本山で、世界遺産。宝亀9年（778）、延鎮上人が音羽の滝のほとりに観音像を祀ったのが起こりとされ、のち坂上田村麻呂が仏殿を寄進して伽藍を整えた。本尊は十一面千手観音。音羽山の急峻な崖に「懸造」で張り出す本堂の「清水の舞台」で名高く、現在の伽藍は1633年の再建。西国三十三所の札所で、音羽の滝でも知られる。,京都市東山区清水1丁目294,京阪電車「祇園四条」駅・阪急電車「京都河原町駅」下車、市バス「清水道」または「五条坂」から徒歩約10分,6：00～18：00※夏は～18：30（7月～8月）,無休,075-551-1234,http://www.kiyomizudera.or.jp,京都市東山区
京都熊野神社,弘仁2年（811）、修験道の僧・日圓が紀州熊野から熊野大神を勧請して開いたと伝わる、京都における熊野信仰の古社。熊野詣を重ねた白河上皇の篤い崇敬を受けた。「京都三熊野」の一つに数えられる。節分や、境内で授与される八咫烏ゆかりの品で知られ、近くの聖護院とも縁が深い。縁結び・病気平癒の信仰を集める。,京都市左京区聖護院山王町,京阪電車「神宮丸太町」駅下車、東へ徒歩約5分市バス「熊野神社前」下車、徒歩約1分,(1/1〜2/15)開門時間7：00～17：00受付時間9：00～17：00(2/16〜12/31)開門時間7：00～16：00受付時間9：00～16：00,-,075-771-4054,-,京都市左京区
熊野若王子神社,永暦元年（1160）、後白河法皇が禅林寺（永観堂）の鎮守として紀州熊野の若王子を勧請したのが始まりと伝わる。「京都三熊野」の一つ。明治の神仏分離で当社のみが残った。室町期作と伝わる恵比須神を祀る。哲学の道の南端に鎮座し、桜や紅葉の名所として親しまれる。境内裏手には同志社を創立した新島襄の墓へ至る道がある。,京都市左京区若王子町2,市バス「南禅寺・永観堂前」下車、徒歩約10分市バス「東天王町」下車、徒歩約10分,境内終日社務業務9：00～17：00,無し,075-771-7420,-,京都市左京区
鞍馬寺,鞍馬山の中腹に開かれた寺院で、もと天台宗、現在は鞍馬弘教の総本山。宝亀元年（770）、鑑真の高弟・鑑禎上人が、夢告に従い鞍馬山に登って毘沙門天を祀ったのが始まりと伝わる。本尊は、千手観音・毘沙門天・護法魔王尊を一体とした「尊天」。牛若丸（源義経）が修行した地、鞍馬天狗の伝説でも名高い。5月の「五月満月祭」でも知られる。,京都市左京区鞍馬本町1074,叡山電車・京都バス「鞍馬」下車,本殿開扉9：00～16：15霊宝殿開館9：00～16：00,-,075-741-2003,https://www.kuramadera.or.jp/,京都市左京区
車折神社,平安後期の儒学者・清原頼業を祀る神社。学識と実務にすぐれ九条兼実に重用された頼業の没後、その廟所に始まると伝わる。後嵯峨天皇の行幸の際、社前で牛車が動かなくなったことから「車折」の名と神号を賜ったという。約束を違えないことから商売繁盛・金運の信仰を集める。末社の芸能神社は芸能上達の神として、多くの芸能人が朱の玉垣を奉納する。,京都市右京区嵯峨朝日町２３番地,京福電車「車折神社」下車、徒歩約1分市バス・京都バス「車折神社前」下車、徒歩約1分,9：30～17：00,無休,075-861-0039,http://www.kurumazakijinja.or.jp,京都市右京区
桂春院,妙心寺の塔頭で、慶長3年（1598）、織田信忠の次男・津田秀則が「見性院」として創建した。のち美濃の豪族・石河貞政が建物を整え、その父の法名にちなんで「桂春院」と改めた。方丈の襖絵は狩野山雪の筆と伝わる。「清浄」「侘」「思惟」「真如」と名づけられた四つの庭をもち、なかでも露地庭「侘の庭」が知られる。,京都市右京区花園寺ノ中町11,JR「花園」下車、徒歩約20分市バス「妙心寺北門前」または「妙心寺前」下車、徒歩約5分京都バス「妙心寺前」下車、徒歩約10分,9：00～17：00（冬は～16：30）,1月2日（法要のある時は、年に1、2回）,075-463-6578,-,京都市右京区
華光寺,日蓮宗の寺院。天正11年（1583）、妙顕寺の僧・日堯の隠居所として創建された。本尊は十界曼荼羅。毘沙門天像は鞍馬寺の像と同木同作と伝わり、豊臣秀吉が伏見城で信仰していたものを寄進したといわれる。境内には秀吉手植えと伝わる「時雨松」や五色の花をつけた「五色椿」があり、「出水の七不思議」に数えられた。,京都市上京区出水通六軒町西入七番町331,市バス「千本出水」下車、徒歩約2分地下鉄東西線「二条」駅下車、北へ徒歩約10分,9：00～15：00,なし,075-841-5807,-,京都市上京区
華厳寺（鈴虫寺）,臨済宗の寺院。本尊は大日如来。鈴虫を四季を通して飼育しているため、通称「鈴虫寺」と呼ばれている。様々な種類の竹を集めた庭園や、わらじを履き、願い事を一つだけ叶えるという「幸福地蔵」、僧侶による参拝者への茶菓のもてなしと鈴虫説法なども有名で、京都市内の寺院の中でも特に積極的な拝観者招致策を展開し、成功した例としても知られる。,京都市西京区松室地家町31,阪急嵐山線「松尾大社」駅下車、徒歩約10分市バス「苔寺道」下車、徒歩約5分京都バス「苔寺すずむし寺」下車、徒歩約3分,9：00～16：30,なし,075-381-3830,http://www.suzutera.or.jp/,京都市西京区
源光庵,鷹峯にある曹洞宗の寺院で、鷹峰山宝樹林源光庵と号する。貞和2年（1346）に大徳寺2世・徹翁国師が開創し、元禄7年（1694）に加賀・大乗寺の卍山道白禅師が中興して曹洞宗に改めた。本堂の円形の「悟りの窓」と角形の「迷いの窓」から望む庭の眺めで知られ、紅葉の名所として人気を集める。天井は伏見城の遺構と伝わる血天井。,京都市北区鷹峯北鷹峯町47,市バス北1系統・6系統「鷹峰源光庵前」下車、徒歩約1分,9：00～17：00（受付終了16：30）,無休（法要行事のあるときは拝観中止の時間あり）,075-492-1858,https://genkouan.or.jp/,京都市北区
建仁寺,臨済宗建仁寺派の大本山で、京都最古の禅寺。建仁2年（1202）、鎌倉将軍・源頼家が寺地を寄進し、宋から茶種を持ち帰った栄西禅師を開山として創建した。当初は天台・密教・禅の三宗兼学だったが、のち純粋な禅刹となった。俵屋宗達筆の国宝「風神雷神図屛風」や、法堂天井の双龍図、枯山水庭園などで知られる。,京都市東山区大和大路四条下ル小松町584,京阪電車「祇園四条」下車市バス「四条京阪前」または「東山安井」下車,10：00～17：00（受付終了16：30）,4/19、4/20、6/4、6/5その他法要で休止日有,075-561-6363,https://www.kenninji.jp/,京都市東山区
妙満寺,顕本法華宗の総本山で、岩倉に建つ。南北朝期、もと天台僧だった日什上人が改宗して開いた。安珍・清姫伝説で名高い道成寺の鐘を所蔵することで知られ、紀州道成寺から移されたと伝わる。比叡山を借景とし、雪化粧の趣を写したとされる枯山水庭園「雪の庭」が見どころ。インド・ブッダガヤの大塔を模した仏舎利塔がそびえる。,京都市左京区岩倉幡枝町91,叡山電車「木野」駅下車、徒歩5分京都バス「幡枝（妙満寺）」下車すぐ 地下鉄烏丸線「国際会館」駅下車、徒歩20分,6：00～17：00本坊・展示室受付9：00～16：00,なし,075-791-7171,https://myomanji.jp/,京都市左京区
恋塚浄禅寺,正式名称は浄土宗西山禅林寺派・総本山永観堂末刹寺・恵光山浄禅寺。寺の起源は、平安時代の１１８２年（寿永元年）文覚（もんがく）上人の開基と伝えられている。「京の六地蔵めぐり」の一つ「鳥羽地蔵尊」として知られる。観音堂には9～10世紀とされる十一面観世音菩薩（京都市指定文化財）を祀る。袈裟御前の首塚と言われる五輪石塔の「恋塚」があることから「恋塚浄禅寺」と呼ばれる。,京都市南区上鳥羽岩ノ本町93,市バス18「地蔵前」下車,9：00～16：00,-,075-691-3831,-,京都市南区
光悦寺,鷹峯にある日蓮宗の寺院。元和元年（1615）、芸術家・本阿弥光悦が徳川家康からこの地を拝領し、一族や職人を率いて移り住み、芸術村「光悦村」を営んだのが起こり。光悦の没後、屋敷が寺に改められた。境内には大虚庵など七つの茶室が点在し、竹を斜めに組んだ「光悦垣」で名高い。鷹峰三山を借景とする紅葉の参道は特に美しい。,京都市北区鷹峯光悦町29,市バス「源光庵前」下車、徒歩約3分,8：00～17：00（紅葉時8：30～17：00）,11/10～11/13,075-491-1399,-,京都市北区
